Start Time		2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01
DE Offshore 3233 NDS 54.0 7.5 160M Generator NWST_	160M	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3234 NDS 54.0 8.125 160M Generator NWST_	160M	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3235 NDS 54.0 8.75 160M Generator NWST_	160M	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	0.0016	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3319 NDS 54.5 5.625 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3320 NDS 54.5 6.25 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3321 NDS 54.5 6.875 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3322 NDS 54.5 7.5 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3323 NDS 54.5 8.125 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3407 NDS 55.0 5.0 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3409 NDS 55.0 6.25 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3410 NDS 55.0 6.875 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3411 NDS 55.0 7.5 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3412 NDS 55.0 8.125 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	6.83013E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.97531E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3495 NDS 55.5 4.375 160M Generator NWST_	160M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05	1.52588E-05
DE Offshore 3239 BLS 54.0 11.25 160M Generator NWST_	160M	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.000125219	0.000125219	0.000125219	0.000125219	0.000125219	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05
DE Offshore 3326 BLS 54.5 10.0 160M Generator NWST_	160M	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.000125219	0.000125219	0.000125219	0.000125219	0.000125219	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05
DE Offshore 3327 BLS 54.5 10.625 160M Generator NWST_	160M	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.000125219	0.000125219	0.000125219	0.000125219	0.000125219	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05
DE Offshore 3328 BLS 54.5 11.25 160M Generator NWST_	160M	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.000125219	0.000125219	0.000125219	0.000125219	0.000125219	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05
DE Offshore 3330 BLS 54.5 12.5 160M Generator NWST_	160M	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.001333333	0.000125219	0.000125219	0.000125219	0.000125219	0.000125219	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.93827E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05	4.06901E-05
