Start Time	2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01	
BW	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1611.551244	1719.893505	1783.431483	2110.446756	2346.417839	2508.605322	2686.880463	2830.238639	2935.859525	2973.819593	2967.026573	2976.494362	2985.609328	2972.67324	2964.792177	2970.961696	2960.573022	2958.065411	2979.877646	3000.296764	2982.226044	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	2985.251098	
BY	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2684.136444	2715.209247	2679.677749	2849.300361	3063.882474	3318.858746	3587.305293	3827.605174	4055.379889	4228.457371	4397.353591	4576.556119	4590.570981	4570.680893	4558.56324	4568.049282	4552.076011	4548.220394	4581.758142	4613.15388	4585.368958	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	4590.020178	
DE Onshore RFALZ_North 2610 50.5 7.5 100M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	404.2023059	407.2969352	410.3399044	413.3305075	416.2680786	419.1519924	421.9816637	424.7565481	427.4761414	430.1399803	432.7476414	435.2987421	437.7929394	440.2299306	442.6094526	444.9312816	447.1952329	449.4011605	451.5489569	453.6385524	455.6699148	457.6430489	459.557996	461.4148334	463.2136737	464.9546644	466.6379871	468.2638571	469.8325225	471.3442636	472.7993925	474.1982518	475.5412144	476.8286827	478.0610875	479.2388877	480.3625691	481.432644	482.4496501	483.4141502	484.3267305	485.1880009	485.9985934	486.7591615	487.4703796	488.1329421	488.7475624	489.3149723	489.8359213	490.3111754	490.7415168	491.1277429	491.4706656	491.7711102	492.0299153	492.2479315	492.4260209	492.5650562	492.6659204	492.7295057	
DE Onshore RFLZ_North 2521 50.0 7.5 100M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	404.2023059	407.2969352	410.3399044	413.3305075	416.2680786	419.1519924	421.9816637	424.7565481	427.4761414	430.1399803	432.7476414	435.2987421	437.7929394	440.2299306	442.6094526	444.9312816	447.1952329	449.4011605	451.5489569	453.6385524	455.6699148	457.6430489	459.557996	461.4148334	463.2136737	464.9546644	466.6379871	468.2638571	469.8325225	471.3442636	472.7993925	474.1982518	475.5412144	476.8286827	478.0610875	479.2388877	480.3625691	481.432644	482.4496501	483.4141502	484.3267305	485.1880009	485.9985934	486.7591615	487.4703796	488.1329421	488.7475624	489.3149723	489.8359213	490.3111754	490.7415168	491.1277429	491.4706656	491.7711102	492.0299153	492.2479315	492.4260209	492.5650562	492.6659204	492.7295057	
DE Onshore RFLZ_South 2431 49.5 6.875 100M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	404.2023059	407.2969352	410.3399044	413.3305075	416.2680786	419.1519924	421.9816637	424.7565481	427.4761414	430.1399803	432.7476414	435.2987421	437.7929394	440.2299306	442.6094526	444.9312816	447.1952329	449.4011605	451.5489569	453.6385524	455.6699148	457.6430489	459.557996	461.4148334	463.2136737	464.9546644	466.6379871	468.2638571	469.8325225	471.3442636	472.7993925	474.1982518	475.5412144	476.8286827	478.0610875	479.2388877	480.3625691	481.432644	482.4496501	483.4141502	484.3267305	485.1880009	485.9985934	486.7591615	487.4703796	488.1329421	488.7475624	489.3149723	489.8359213	490.3111754	490.7415168	491.1277429	491.4706656	491.7711102	492.0299153	492.2479315	492.4260209	492.5650562	492.6659204	492.7295057	
DE Onshore RFLZ_South 2520 50.0 6.875 100M Generator NWST	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	356.6372527	367.6868837	370.3598023	397.8884857	412.7122407	418.0179207	422.9361117	422.202666	418.5098773	410.4628257	403.438746	400.2859527	401.5117547	399.7720793	398.7122153	399.5419067	398.1448133	397.807584	400.7409447	403.4869553	401.0567627	404.2023059	407.2969352	410.3399044	413.3305075	416.2680786	419.1519924	421.9816637	424.7565481	427.4761414	430.1399803	432.7476414	435.2987421	437.7929394	440.2299306	442.6094526	444.9312816	447.1952329	449.4011605	451.5489569	453.6385524	455.6699148	457.6430489	459.557996	461.4148334	463.2136737	464.9546644	466.6379871	468.2638571	469.8325225	471.3442636	472.7993925	474.1982518	475.5412144	476.8286827	478.0610875	479.2388877	480.3625691	481.432644	482.4496501	483.4141502	484.3267305	485.1880009	485.9985934	486.7591615	487.4703796	488.1329421	488.7475624	489.3149723	489.8359213	490.3111754	490.7415168	491.1277429	491.4706656	491.7711102	492.0299153	492.2479315	492.4260209	492.5650562	492.6659204	492.7295057	
DE Onshore BAV_North 2527 50.0 11.25 100M Generator NWST	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	537.183748	573.297835	594.477161	703.482252	782.1392797	836.201774	895.626821	943.4128797	978.6198417	991.2731977	989.0088577	992.1647873	995.2031093	990.89108	988.264059	990.3205653	986.857674	986.0218037	993.2925487	1000.098921	994.075348	1001.872017	1009.542489	1017.084915	1024.497543	1031.778725	1038.926909	1045.940645	1052.818585	1059.559478	1066.162175	1072.625629	1078.948889	1085.131106	1091.17153	1097.069509	1102.824487	1108.436007	1113.903708	1119.227322	1124.406677	1129.441693	1134.332382	1139.078847	1143.681278	1148.139956	1152.455245	1156.627596	1160.657543	1164.5457	1168.292762	1171.899502	1175.366771	1178.695492	1181.886662	1184.94135	1187.860693	1190.645895	1193.298225	1195.819017	1198.209666	1200.471624	1202.606403	1204.61557	1206.500745	1208.263598	1209.905852	1211.429275	1212.83568	1214.126925	1215.304908	1216.37157	1217.328886	1218.178867	1218.923561	1219.565046	1220.10543	1220.546849	1220.891468	1221.141474	1221.299079	
DE Onshore BW_Ulm 2258 48.5 10.0 100M Generator NWST	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.43140693	80.0992248	92.10663757	91.26506813	91.06604377	91.22673497	90.21610097	89.0911129	87.13606003	85.53513603	84.49199933	84.75074053	84.3835314	84.15981627	84.3349468	84.0400496	83.96886753	84.58803863	85.16766413	84.65470123	85.31865967	85.97187123	86.61417843	87.24543225	87.86549214	88.47422606	89.07151055	89.65723064	90.23127997	90.79356067	91.34398345	91.88246748	92.40894041	92.92333833	93.42560569	93.91569527	94.39356807	94.85919329	95.31254822	95.75361816	96.18239631	96.59888369	97.003089	97.39502857	97.77472617	98.14221292	98.49752717	98.84071435	99.17182683	99.49092379	99.79807108	100.093341	100.3768124	100.64857	100.9087049	101.1573139	101.3944996	101.6203701	101.8350388	102.0386246	102.2312512	102.4130474	102.5841465	102.7446866	102.8948099	103.034663	103.1643965	103.2841648	103.3941263	103.4944425	103.5852786	103.6668028	103.7391866	103.8026042	103.8572326	103.9032512	103.9408422	103.9701896	103.99148	104.0049015	
DE Onshore BW_Ulm 2347 49.0 10.0 100M Generator NWST	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.0250507	80.43140693	80.0992248	92.10663757	91.26506813	91.06604377	91.22673497	90.21610097	89.0911129	87.13606003	85.53513603	84.49199933	84.75074053	84.3835314	84.15981627	84.3349468	84.0400496	83.96886753	84.58803863	85.16766413	84.65470123	85.31865967	85.97187123	86.61417843	87.24543225	87.86549214	88.47422606	89.07151055	89.65723064	90.23127997	90.79356067	91.34398345	91.88246748	92.40894041	92.92333833	93.42560569	93.91569527	94.39356807	94.85919329	95.31254822	95.75361816	96.18239631	96.59888369	97.003089	97.39502857	97.77472617	98.14221292	98.49752717	98.84071435	99.17182683	99.49092379	99.79807108	100.093341	100.3768124	100.64857	100.9087049	101.1573139	101.3944996	101.6203701	101.8350388	102.0386246	102.2312512	102.4130474	102.5841465	102.7446866	102.8948099	103.034663	103.1643965	103.2841648	103.3941263	103.4944425	103.5852786	103.6668028	103.7391866	103.8026042	103.8572326	103.9032512	103.9408422	103.9701896	103.99148	104.0049015	
RLF	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	2862.096515	3005.667878	3179.517961	3295.999787	3348.405408	3396.42046	3439.964677	3480.297486	3518.603393	3555.27608	3590.059279	3623.326887	3690.587321	3757.791752	3824.996183	3892.200614	3959.349041	4026.665479	4093.813906	4160.962333	4228.166764	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	4228.278771	
BW	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6272.097587	6417.143745	6660.959603	6780.980594	6870.749265	6952.837967	7027.076283	7095.58473	7160.392472	7222.241429	7280.661366	7336.297087	7472.48202	7608.55356	7744.6251	7880.69664	8016.654787	8152.953113	8288.91126	8424.869408	8560.940948	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	8561.167734	
BY	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	13861.86273	14682.70627	15312.00958	15649.83556	15830.68671	15985.17959	16112.86244	16219.7262	16312.51783	16393.31153	16460.58796	16516.41882	16823.01592	17129.35773	17435.69954	17742.04136	18048.12788	18354.98027	18661.06679	18967.15332	19273.49513	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	19274.0057	
DE PVSAT BV 2172 48.0 11.875 Generator	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9788.470844	10208.00639	10433.22371	10553.79114	10656.78639	10741.90829	10813.1508	10875.01188	10928.87435	10973.7253	11010.94588	11215.34395	11419.57182	11623.7997	11828.02757	12032.08526	12236.65351	12440.7112	12644.76888	12848.99676	13040.42753	13233.38687	13427.85851	13623.82549	13821.27017	14020.17417	14220.51844	14422.2832	14625.44796	14829.99152	15035.89199	15243.12672	15451.67239	15661.50491	15872.59952	16084.93073	16298.47235	16513.19741	16729.07832	16946.08671	17164.19352	17383.369	17603.58267	17824.80336	18046.99921	18270.13765	18494.18544	18719.10864	18944.87264	19171.44216	19398.78125	19626.85329	19855.62103	20085.04653	20315.09127	20545.71605	20776.88108	21008.54593	21240.66961	21473.21048	21706.12637	21939.37449	22172.91152	22406.69357	22640.67623	22874.81456	23109.06308	23343.37584	23577.7064	23812.00783	24046.23275	24280.33332	24514.26128	24747.96799	24981.40433	25214.52088	25447.2678	25679.59491	25911.45169	26142.78735	
DE PVSAT BV 2438 49.5 11.25 Generator	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9241.241823	9788.470844	10208.00639	10433.22371	10553.79114	10656.78639	10741.90829	10813.1508	10875.01188	10928.87435	10973.7253	11010.94588	11215.34395	11419.57182	11623.7997	11828.02757	12032.08526	12236.65351	12440.7112	12644.76888	12848.99676	13040.42753	13233.38687	13427.85851	13623.82549	13821.27017	14020.17417	14220.51844	14422.2832	14625.44796	14829.99152	15035.89199	15243.12672	15451.67239	15661.50491	15872.59952	16084.93073	16298.47235	16513.19741	16729.07832	16946.08671	17164.19352	17383.369	17603.58267	17824.80336	18046.99921	18270.13765	18494.18544	18719.10864	18944.87264	19171.44216	19398.78125	19626.85329	19855.62103	20085.04653	20315.09127	20545.71605	20776.88108	21008.54593	21240.66961	21473.21048	21706.12637	21939.37449	22172.91152	22406.69357	22640.67623	22874.81456	23109.06308	23343.37584	23577.7064	23812.00783	24046.23275	24280.33332	24514.26128	24747.96799	24981.40433	25214.52088	25447.2678	25679.59491	25911.45169	26142.78735	
DE PVSAT BW 2168 48.0 9.375 Generator	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4278.095829	4440.639736	4520.653729	4580.499511	4635.225311	4684.717521	4730.38982	4773.594981	4814.827619	4853.774244	4890.864724	4981.65468	5072.36904	5163.0834	5253.79776	5344.436525	5435.302076	5525.94084	5616.579605	5707.293965	5792.324084	5878.033163	5964.413979	6051.458999	6139.160383	6227.509975	6316.499305	6406.119592	6496.361736	6587.216321	6678.673615	6770.723568	6863.355809	6956.559655	7050.324099	7144.637817	7239.489169	7334.866197	7430.756624	7527.147859	7624.026995	7721.380811	7819.195775	7917.458039	8016.153449	8115.267544	8214.785555	8314.692408	8414.972731	8515.610848	8616.590795	8717.896305	8819.510829	8921.417525	9023.599272	9126.038665	9228.718027	9331.619404	9434.724577	9538.015065	9641.472123	9745.076755	9848.809715	9952.651512	10056.58241	10160.58246	10264.63145	10368.70898	10472.79441	10576.86691	10680.90541	10784.88869	10888.7953	10992.60363	11096.29187	11199.83806	11303.22006	11406.4156	11509.40223	11612.15737	
DE PVSAT BW 2346 49.0 9.375 Generator	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4181.398392	4278.095829	4440.639736	4520.653729	4580.499511	4635.225311	4684.717521	4730.38982	4773.594981	4814.827619	4853.774244	4890.864724	4981.65468	5072.36904	5163.0834	5253.79776	5344.436525	5435.302076	5525.94084	5616.579605	5707.293965	5792.324084	5878.033163	5964.413979	6051.458999	6139.160383	6227.509975	6316.499305	6406.119592	6496.361736	6587.216321	6678.673615	6770.723568	6863.355809	6956.559655	7050.324099	7144.637817	7239.489169	7334.866197	7430.756624	7527.147859	7624.026995	7721.380811	7819.195775	7917.458039	8016.153449	8115.267544	8214.785555	8314.692408	8414.972731	8515.610848	8616.590795	8717.896305	8819.510829	8921.417525	9023.599272	9126.038665	9228.718027	9331.619404	9434.724577	9538.015065	9641.472123	9745.076755	9848.809715	9952.651512	10056.58241	10160.58246	10264.63145	10368.70898	10472.79441	10576.86691	10680.90541	10784.88869	10888.7953	10992.60363	11096.29187	11199.83806	11303.22006	11406.4156	11509.40223	11612.15737	
DE PVSAT RF 2342 49.0 6.875 Generator	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1335.852391	1413.119093	1464.888795	1488.180181	1509.520204	1528.873189	1546.798883	1563.823731	1580.122703	1595.581901	1610.367505	1640.261032	1670.129668	1699.998304	1729.86694	1759.710685	1789.629101	1819.472847	1849.316592	1879.185228	1907.182269	1935.402864	1963.844636	1992.505104	2021.381687	2050.471699	2079.772351	2109.280752	2138.993905	2168.908712	2199.021967	2229.33036	2259.830479	2290.518803	2321.391711	2352.445472	2383.676255	2415.080123	2446.653031	2478.390836	2510.289288	2542.344033	2574.550616	2606.904477	2639.400956	2672.035291	2704.802619	2737.697977	2770.716305	2803.85244	2837.101127	2870.457008	2903.914635	2937.468463	2971.112853	3004.842077	3038.650312	3072.531649	3106.480088	3140.489543	3174.553843	3208.666733	3242.821877	3277.012856	3311.233175	3345.476259	3379.735461	3414.004057	3448.275256	3482.542195	3516.797943	3551.035505	3585.247825	3619.427784	3653.568204	3687.661852	3721.70144	3755.679632	3789.589039	3823.422227	
DE PVSAT RF 2520 50.0 6.875 Generator	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1272.042895	1335.852391	1413.119093	1464.888795	1488.180181	1509.520204	1528.873189	1546.798883	1563.823731	1580.122703	1595.581901	1610.367505	1640.261032	1670.129668	1699.998304	1729.86694	1759.710685	1789.629101	1819.472847	1849.316592	1879.185228	1907.182269	1935.402864	1963.844636	1992.505104	2021.381687	2050.471699	2079.772351	2109.280752	2138.993905	2168.908712	2199.021967	2229.33036	2259.830479	2290.518803	2321.391711	2352.445472	2383.676255	2415.080123	2446.653031	2478.390836	2510.289288	2542.344033	2574.550616	2606.904477	2639.400956	2672.035291	2704.802619	2737.697977	2770.716305	2803.85244	2837.101127	2870.457008	2903.914635	2937.468463	2971.112853	3004.842077	3038.650312	3072.531649	3106.480088	3140.489543	3174.553843	3208.666733	3242.821877	3277.012856	3311.233175	3345.476259	3379.735461	3414.004057	3448.275256	3482.542195	3516.797943	3551.035505	3585.247825	3619.427784	3653.568204	3687.661852	3721.70144	3755.679632	3789.589039	3823.422227	
